product,price,quantity,date
Keyboard,1701,8,2023-12-16T00:00:00.000Z
Phone,1983,6,2024-09-06T00:00:00.000Z
Headphones,1631,6,2024-08-08T00:00:00.000Z
Tablet,1707,1,2022-12-03T00:00:00.000Z
Laptop,1198,6,2024-09-29T00:00:00.000Z
Headphones,1672,8,2022-01-16T00:00:00.000Z
Tablet,1915,5,2022-09-11T00:00:00.000Z
Mouse,1532,1,2024-03-07T00:00:00.000Z
Headphones,1346,8,2023-04-18T00:00:00.000Z
Smartwatch,1758,2,2022-12-12T00:00:00.000Z
Smartwatch,817,2,2023-06-04T00:00:00.000Z
Mouse,571,5,2024-10-22T00:00:00.000Z
Mouse,939,4,2023-02-11T00:00:00.000Z
Keyboard,640,4,2024-11-28T00:00:00.000Z
Tablet,1082,9,2023-10-14T00:00:00.000Z
Laptop,1794,1,2022-01-28T00:00:00.000Z
Smartwatch,1445,2,2024-12-17T00:00:00.000Z
Headphones,794,8,2022-11-05T00:00:00.000Z
Laptop,1646,3,2022-11-26T00:00:00.000Z
Laptop,1896,10,2022-01-27T00:00:00.000Z
Headphones,1528,1,2024-06-27T00:00:00.000Z
Phone,543,3,2023-02-02T00:00:00.000Z
Laptop,694,10,2024-11-21T00:00:00.000Z
Laptop,1580,5,2024-05-18T00:00:00.000Z
Phone,534,4,2024-09-12T00:00:00.000Z
Headphones,1542,8,2022-03-02T00:00:00.000Z
Monitor,634,1,2022-05-19T00:00:00.000Z
Headphones,1301,5,2024-09-08T00:00:00.000Z
Tablet,986,5,2023-01-23T00:00:00.000Z
Laptop,1011,10,2024-10-09T00:00:00.000Z
Phone,1025,3,2024-05-04T00:00:00.000Z
Phone,977,9,2023-03-14T00:00:00.000Z
Headphones,1655,8,2023-09-19T00:00:00.000Z
Tablet,1333,3,2022-02-14T00:00:00.000Z
Tablet,1781,2,2022-01-19T00:00:00.000Z
Monitor,1608,8,2023-10-31T00:00:00.000Z
Monitor,1172,10,2023-09-26T00:00:00.000Z
Headphones,1084,8,2023-11-14T00:00:00.000Z
Headphones,1590,8,2022-08-14T00:00:00.000Z
Tablet,913,6,2024-06-02T00:00:00.000Z
Smartwatch,1715,5,2023-01-18T00:00:00.000Z
Tablet,921,10,2024-08-28T00:00:00.000Z
Keyboard,1641,6,2022-11-13T00:00:00.000Z
Headphones,562,1,2023-02-09T00:00:00.000Z
Monitor,723,9,2022-03-11T00:00:00.000Z
Tablet,1964,3,2023-10-06T00:00:00.000Z
Smartwatch,524,10,2022-06-30T00:00:00.000Z
Tablet,1565,2,2022-01-03T00:00:00.000Z
Smartwatch,1793,4,2024-11-21T00:00:00.000Z
Tablet,1914,10,2022-11-13T00:00:00.000Z
Tablet,1195,4,2022-05-03T00:00:00.000Z
Headphones,1717,2,2023-03-17T00:00:00.000Z
Tablet,846,3,2024-06-16T00:00:00.000Z
Headphones,1731,1,2024-07-24T00:00:00.000Z
Headphones,998,3,2024-11-30T00:00:00.000Z
Mouse,1213,10,2022-08-20T00:00:00.000Z
Smartwatch,558,3,2023-05-07T00:00:00.000Z
Monitor,1645,5,2022-07-17T00:00:00.000Z
Laptop,1858,3,2024-03-22T00:00:00.000Z
Smartwatch,631,7,2023-02-27T00:00:00.000Z
Phone,1599,2,2023-07-19T00:00:00.000Z
Phone,636,4,2024-05-02T00:00:00.000Z
Mouse,1342,8,2023-05-31T00:00:00.000Z
Tablet,545,8,2024-08-11T00:00:00.000Z
Mouse,1066,7,2022-03-17T00:00:00.000Z
Monitor,1279,6,2022-10-06T00:00:00.000Z
Headphones,1073,10,2022-07-28T00:00:00.000Z
Phone,1764,2,2024-04-05T00:00:00.000Z
Headphones,657,2,2024-06-27T00:00:00.000Z
Phone,1322,2,2024-01-25T00:00:00.000Z
Mouse,1321,3,2023-04-10T00:00:00.000Z
Keyboard,530,7,2022-02-06T00:00:00.000Z
Keyboard,513,6,2023-02-18T00:00:00.000Z
Phone,1542,6,2024-02-26T00:00:00.000Z
Mouse,885,10,2023-04-20T00:00:00.000Z
Phone,1917,2,2022-06-21T00:00:00.000Z
Laptop,666,8,2023-05-10T00:00:00.000Z
Keyboard,1303,3,2022-01-04T00:00:00.000Z
Smartwatch,1291,1,2023-05-13T00:00:00.000Z
Tablet,1941,8,2022-07-22T00:00:00.000Z
Monitor,1883,4,2022-08-12T00:00:00.000Z
Laptop,1364,7,2022-08-14T00:00:00.000Z
Mouse,1962,1,2022-10-30T00:00:00.000Z
Phone,1203,7,2023-01-06T00:00:00.000Z
Monitor,576,3,2022-07-13T00:00:00.000Z
Monitor,663,1,2022-02-20T00:00:00.000Z
Laptop,515,10,2023-12-14T00:00:00.000Z
Phone,1605,8,2024-12-25T00:00:00.000Z
Headphones,1363,6,2024-08-12T00:00:00.000Z
Monitor,809,5,2022-05-16T00:00:00.000Z
Laptop,1161,1,2023-08-20T00:00:00.000Z
Laptop,1374,5,2024-04-20T00:00:00.000Z
Monitor,823,10,2024-11-22T00:00:00.000Z
Mouse,1406,5,2023-07-30T00:00:00.000Z
Headphones,1235,4,2023-12-18T00:00:00.000Z
Keyboard,1148,2,2024-10-31T00:00:00.000Z
Smartwatch,568,9,2023-06-22T00:00:00.000Z
Monitor,1189,7,2022-04-18T00:00:00.000Z
Keyboard,602,5,2024-10-09T00:00:00.000Z
Mouse,1755,2,2022-07-04T00:00:00.000Z
Monitor,1932,3,2023-11-03T00:00:00.000Z
Smartwatch,737,7,2023-01-04T00:00:00.000Z
Smartwatch,1929,3,2022-09-10T00:00:00.000Z
Keyboard,1496,2,2024-09-06T00:00:00.000Z
Mouse,1063,6,2022-05-24T00:00:00.000Z
Monitor,870,3,2024-07-25T00:00:00.000Z
Keyboard,1154,4,2022-01-06T00:00:00.000Z
Mouse,877,2,2024-08-01T00:00:00.000Z
Phone,636,1,2023-03-26T00:00:00.000Z
Laptop,1683,8,2023-08-31T00:00:00.000Z
Phone,1666,9,2023-03-17T00:00:00.000Z
Laptop,559,7,2022-12-04T00:00:00.000Z
Keyboard,995,7,2022-10-17T00:00:00.000Z
Keyboard,1850,6,2022-01-22T00:00:00.000Z
Phone,651,9,2023-03-25T00:00:00.000Z
Headphones,1850,3,2022-01-23T00:00:00.000Z
Tablet,1572,1,2023-06-18T00:00:00.000Z
Monitor,934,1,2022-09-12T00:00:00.000Z
Keyboard,1743,7,2023-12-12T00:00:00.000Z
Laptop,878,9,2023-10-29T00:00:00.000Z
Laptop,892,2,2022-11-16T00:00:00.000Z
Monitor,1385,2,2022-07-21T00:00:00.000Z
Tablet,834,2,2023-12-23T00:00:00.000Z
Monitor,1592,6,2022-02-11T00:00:00.000Z
Smartwatch,1826,9,2024-08-11T00:00:00.000Z
Headphones,1014,2,2023-01-03T00:00:00.000Z
Keyboard,508,4,2024-01-24T00:00:00.000Z
Tablet,515,7,2024-11-30T00:00:00.000Z
Monitor,1242,8,2024-03-25T00:00:00.000Z
Tablet,1656,9,2024-02-03T00:00:00.000Z
Laptop,1686,6,2024-11-03T00:00:00.000Z
Laptop,508,9,2022-12-26T00:00:00.000Z
Mouse,673,8,2022-04-20T00:00:00.000Z
Headphones,1905,1,2022-07-30T00:00:00.000Z
Phone,1544,2,2024-06-02T00:00:00.000Z
Keyboard,690,8,2023-01-04T00:00:00.000Z
Headphones,762,2,2023-10-01T00:00:00.000Z
Tablet,1594,1,2024-05-01T00:00:00.000Z
Headphones,1419,2,2024-12-08T00:00:00.000Z
Phone,1127,9,2023-12-27T00:00:00.000Z
Smartwatch,794,5,2023-11-26T00:00:00.000Z
Mouse,1161,8,2022-09-16T00:00:00.000Z
Smartwatch,1382,3,2022-12-04T00:00:00.000Z
Mouse,1821,5,2022-04-24T00:00:00.000Z
Phone,715,7,2023-07-15T00:00:00.000Z
Monitor,702,6,2023-01-13T00:00:00.000Z
Headphones,1578,4,2024-02-09T00:00:00.000Z
Laptop,1608,8,2022-04-04T00:00:00.000Z
Laptop,1279,8,2022-05-09T00:00:00.000Z
Monitor,1359,7,2024-07-08T00:00:00.000Z
Phone,1043,2,2023-05-21T00:00:00.000Z
Tablet,1800,5,2022-05-12T00:00:00.000Z
Headphones,1367,4,2023-03-04T00:00:00.000Z
Tablet,1678,1,2022-09-16T00:00:00.000Z
Keyboard,528,10,2023-02-09T00:00:00.000Z
Headphones,821,9,2022-01-08T00:00:00.000Z
Headphones,1801,6,2022-05-16T00:00:00.000Z
Phone,1237,8,2024-07-09T00:00:00.000Z
Monitor,689,7,2022-12-07T00:00:00.000Z
Smartwatch,780,2,2024-11-18T00:00:00.000Z
Laptop,1987,5,2024-07-02T00:00:00.000Z
Keyboard,1235,3,2022-02-08T00:00:00.000Z
Mouse,1567,8,2024-11-12T00:00:00.000Z
Laptop,1954,2,2022-05-30T00:00:00.000Z
Monitor,1823,4,2022-04-06T00:00:00.000Z
Headphones,1919,6,2022-03-10T00:00:00.000Z
Laptop,1939,3,2023-06-18T00:00:00.000Z
Headphones,1612,5,2023-07-22T00:00:00.000Z
Headphones,1905,8,2023-03-28T00:00:00.000Z
Phone,1672,8,2022-12-07T00:00:00.000Z
Mouse,1236,5,2023-02-02T00:00:00.000Z
Laptop,1076,10,2024-03-27T00:00:00.000Z
Mouse,868,7,2022-06-10T00:00:00.000Z
Phone,1948,5,2024-11-26T00:00:00.000Z
Headphones,1810,4,2024-08-26T00:00:00.000Z
Phone,608,2,2022-01-01T00:00:00.000Z
Smartwatch,1681,3,2023-10-16T00:00:00.000Z
Keyboard,862,2,2024-11-16T00:00:00.000Z
Mouse,745,8,2023-01-12T00:00:00.000Z
Smartwatch,970,8,2023-07-24T00:00:00.000Z
Tablet,1498,3,2024-09-23T00:00:00.000Z
Laptop,1148,9,2023-04-01T00:00:00.000Z
Keyboard,1093,5,2022-06-04T00:00:00.000Z
Smartwatch,937,10,2022-10-03T00:00:00.000Z
Phone,822,2,2023-05-03T00:00:00.000Z
Keyboard,1106,4,2024-06-03T00:00:00.000Z
Monitor,536,4,2023-04-18T00:00:00.000Z
Laptop,1748,3,2022-03-04T00:00:00.000Z
Keyboard,1480,7,2024-02-20T00:00:00.000Z
Headphones,720,1,2024-09-23T00:00:00.000Z
Monitor,771,6,2023-05-14T00:00:00.000Z
Tablet,1388,3,2022-11-04T00:00:00.000Z
Smartwatch,1723,5,2024-03-26T00:00:00.000Z
Keyboard,639,6,2023-12-30T00:00:00.000Z
Phone,1466,4,2024-07-23T00:00:00.000Z
Laptop,1626,4,2023-11-20T00:00:00.000Z
Mouse,1279,10,2024-03-12T00:00:00.000Z
Smartwatch,1195,4,2022-10-24T00:00:00.000Z
Keyboard,765,3,2022-02-01T00:00:00.000Z
Laptop,1158,9,2024-02-08T00:00:00.000Z
Mouse,831,4,2023-03-20T00:00:00.000Z
Mouse,624,10,2022-01-08T00:00:00.000Z
Headphones,1539,7,2023-06-02T00:00:00.000Z
Mouse,880,6,2022-11-30T00:00:00.000Z
Keyboard,1642,9,2022-03-15T00:00:00.000Z
Phone,1828,10,2023-06-21T00:00:00.000Z
Headphones,930,8,2023-01-07T00:00:00.000Z
Keyboard,782,3,2024-08-24T00:00:00.000Z
Keyboard,1023,1,2024-04-26T00:00:00.000Z
Tablet,764,9,2023-06-16T00:00:00.000Z
Tablet,894,9,2023-08-31T00:00:00.000Z
Keyboard,919,9,2024-10-17T00:00:00.000Z
Mouse,1064,7,2024-10-09T00:00:00.000Z
Tablet,1783,10,2022-05-31T00:00:00.000Z
Phone,697,2,2024-03-24T00:00:00.000Z
Laptop,520,8,2022-05-01T00:00:00.000Z
Mouse,722,2,2024-07-14T00:00:00.000Z
Smartwatch,1430,10,2022-05-21T00:00:00.000Z
Mouse,1004,1,2024-06-13T00:00:00.000Z
Mouse,789,7,2023-10-29T00:00:00.000Z
Mouse,1174,4,2022-10-11T00:00:00.000Z
Keyboard,1693,3,2022-08-01T00:00:00.000Z
Laptop,1552,4,2022-07-14T00:00:00.000Z
Smartwatch,763,8,2022-04-13T00:00:00.000Z
Tablet,1676,1,2024-01-02T00:00:00.000Z
Mouse,1023,3,2024-12-17T00:00:00.000Z
Monitor,1888,9,2022-12-14T00:00:00.000Z
Smartwatch,1010,7,2023-04-28T00:00:00.000Z
Mouse,888,3,2024-05-22T00:00:00.000Z
Keyboard,1771,5,2023-10-22T00:00:00.000Z
Smartwatch,856,1,2024-04-23T00:00:00.000Z
Keyboard,563,7,2024-08-29T00:00:00.000Z
Laptop,610,6,2023-12-24T00:00:00.000Z
Keyboard,1091,10,2024-02-20T00:00:00.000Z
Mouse,1862,5,2023-01-28T00:00:00.000Z
Smartwatch,1043,8,2024-07-19T00:00:00.000Z
Phone,569,6,2023-04-18T00:00:00.000Z
Mouse,1385,10,2022-03-02T00:00:00.000Z
Headphones,1468,7,2024-07-28T00:00:00.000Z
Monitor,1536,5,2022-05-14T00:00:00.000Z
Phone,1883,4,2023-05-04T00:00:00.000Z
Keyboard,795,4,2022-10-06T00:00:00.000Z
Headphones,1608,7,2023-11-27T00:00:00.000Z
Smartwatch,770,8,2023-04-28T00:00:00.000Z
Tablet,1885,5,2024-05-03T00:00:00.000Z
Tablet,854,1,2024-11-06T00:00:00.000Z
Monitor,1443,1,2022-08-11T00:00:00.000Z
Tablet,1577,10,2024-02-29T00:00:00.000Z
Laptop,1998,7,2022-02-10T00:00:00.000Z
Tablet,1619,2,2024-12-01T00:00:00.000Z
Mouse,1772,8,2022-08-15T00:00:00.000Z
Tablet,1981,9,2022-07-29T00:00:00.000Z
Monitor,700,10,2024-03-29T00:00:00.000Z
Monitor,1702,7,2023-04-27T00:00:00.000Z
Keyboard,1863,7,2024-06-27T00:00:00.000Z
Keyboard,960,1,2023-03-07T00:00:00.000Z
Monitor,1477,3,2024-05-13T00:00:00.000Z
Mouse,1488,4,2024-02-11T00:00:00.000Z
Monitor,1667,7,2024-12-03T00:00:00.000Z
Laptop,827,5,2022-08-11T00:00:00.000Z
Mouse,693,1,2022-04-29T00:00:00.000Z
Phone,684,4,2024-05-23T00:00:00.000Z
Laptop,905,6,2024-04-09T00:00:00.000Z
Headphones,1871,2,2022-08-11T00:00:00.000Z
Monitor,1922,8,2024-07-04T00:00:00.000Z
Laptop,1982,8,2023-06-17T00:00:00.000Z
Smartwatch,1862,1,2023-02-22T00:00:00.000Z
Keyboard,1536,5,2022-08-22T00:00:00.000Z
Keyboard,1156,7,2023-08-21T00:00:00.000Z
Laptop,1521,9,2024-07-29T00:00:00.000Z
Mouse,725,5,2023-04-20T00:00:00.000Z
Headphones,1152,3,2023-02-03T00:00:00.000Z
Headphones,816,7,2022-03-08T00:00:00.000Z
Keyboard,804,2,2024-10-01T00:00:00.000Z
Mouse,1997,2,2023-04-13T00:00:00.000Z
Mouse,1537,9,2024-03-04T00:00:00.000Z
Monitor,1387,9,2023-08-02T00:00:00.000Z
Phone,1787,1,2024-09-30T00:00:00.000Z
Mouse,1002,7,2024-06-05T00:00:00.000Z
Headphones,1429,10,2023-08-11T00:00:00.000Z
Headphones,1401,1,2022-06-03T00:00:00.000Z
Keyboard,1101,3,2023-03-19T00:00:00.000Z
Mouse,1108,6,2023-02-09T00:00:00.000Z
Smartwatch,952,7,2023-02-17T00:00:00.000Z
Phone,1431,6,2023-01-12T00:00:00.000Z
Headphones,1349,2,2024-05-22T00:00:00.000Z
Laptop,721,5,2024-10-26T00:00:00.000Z
Tablet,1050,5,2024-05-29T00:00:00.000Z
Mouse,1963,3,2024-01-16T00:00:00.000Z
Phone,1682,3,2022-06-24T00:00:00.000Z
Smartwatch,1250,10,2024-09-25T00:00:00.000Z
Monitor,738,9,2023-10-12T00:00:00.000Z
Smartwatch,1491,9,2023-03-14T00:00:00.000Z
Smartwatch,1881,7,2023-12-21T00:00:00.000Z
Mouse,779,5,2024-12-08T00:00:00.000Z
Keyboard,1242,8,2022-10-08T00:00:00.000Z
Headphones,1479,3,2024-10-03T00:00:00.000Z
Tablet,517,10,2022-06-25T00:00:00.000Z
Smartwatch,530,2,2024-06-25T00:00:00.000Z
Phone,1861,10,2023-01-17T00:00:00.000Z
Phone,506,3,2023-04-19T00:00:00.000Z
Headphones,1714,9,2024-03-05T00:00:00.000Z
Tablet,910,10,2024-07-17T00:00:00.000Z
Keyboard,1551,10,2024-07-10T00:00:00.000Z
Keyboard,1415,1,2022-09-07T00:00:00.000Z
Monitor,625,1,2023-04-19T00:00:00.000Z
Phone,907,7,2024-04-09T00:00:00.000Z
Tablet,1743,5,2023-03-04T00:00:00.000Z
Mouse,882,7,2022-01-03T00:00:00.000Z
Headphones,1374,9,2023-04-03T00:00:00.000Z
Mouse,803,2,2023-09-02T00:00:00.000Z
Phone,634,8,2022-09-05T00:00:00.000Z
Monitor,908,4,2024-01-17T00:00:00.000Z
Smartwatch,1097,4,2023-06-10T00:00:00.000Z
Monitor,1803,9,2023-09-05T00:00:00.000Z
Laptop,737,6,2022-12-24T00:00:00.000Z
Monitor,1848,10,2024-07-02T00:00:00.000Z
Phone,1829,9,2023-03-24T00:00:00.000Z
Tablet,1147,6,2022-10-31T00:00:00.000Z
Mouse,1977,5,2024-07-26T00:00:00.000Z
Headphones,1866,10,2022-04-21T00:00:00.000Z
Headphones,687,3,2024-09-07T00:00:00.000Z
Tablet,1135,6,2022-01-08T00:00:00.000Z
Tablet,1506,5,2024-10-19T00:00:00.000Z
Tablet,940,1,2024-11-17T00:00:00.000Z
Phone,1854,1,2024-10-02T00:00:00.000Z
Tablet,1772,9,2023-12-11T00:00:00.000Z
Phone,1010,10,2024-06-02T00:00:00.000Z
Phone,937,5,2023-12-25T00:00:00.000Z
Smartwatch,1454,7,2023-01-09T00:00:00.000Z
Smartwatch,1620,8,2024-01-31T00:00:00.000Z
Phone,1742,1,2022-12-21T00:00:00.000Z
Laptop,662,4,2024-06-11T00:00:00.000Z
Mouse,1649,1,2022-04-19T00:00:00.000Z
Tablet,770,10,2023-09-12T00:00:00.000Z
Headphones,1679,3,2023-05-28T00:00:00.000Z
Tablet,1437,6,2022-05-11T00:00:00.000Z
Headphones,545,8,2023-08-23T00:00:00.000Z
Laptop,652,9,2023-06-25T00:00:00.000Z
Laptop,940,6,2022-01-08T00:00:00.000Z
Headphones,1147,8,2023-09-14T00:00:00.000Z
Keyboard,1821,8,2024-06-11T00:00:00.000Z
Keyboard,986,2,2022-03-12T00:00:00.000Z
Monitor,1748,10,2022-01-30T00:00:00.000Z
Headphones,1399,2,2023-07-03T00:00:00.000Z
Mouse,1542,8,2024-01-14T00:00:00.000Z
Phone,1064,9,2024-10-06T00:00:00.000Z
Mouse,1009,9,2022-11-21T00:00:00.000Z
Headphones,751,10,2023-11-17T00:00:00.000Z
Tablet,1529,3,2023-01-31T00:00:00.000Z
Tablet,662,8,2023-09-05T00:00:00.000Z
Smartwatch,881,8,2023-02-21T00:00:00.000Z
Laptop,1617,10,2023-11-24T00:00:00.000Z
Headphones,1404,3,2024-03-24T00:00:00.000Z
Monitor,580,7,2022-04-15T00:00:00.000Z
Smartwatch,1342,7,2023-10-11T00:00:00.000Z
Headphones,1804,7,2024-04-26T00:00:00.000Z
Headphones,512,6,2023-12-02T00:00:00.000Z
Tablet,733,5,2022-10-30T00:00:00.000Z
Tablet,1735,3,2024-02-01T00:00:00.000Z
Laptop,1512,10,2022-04-19T00:00:00.000Z
Tablet,1707,8,2023-11-22T00:00:00.000Z
Keyboard,501,10,2023-08-08T00:00:00.000Z
Laptop,1454,10,2022-09-26T00:00:00.000Z
Mouse,1331,10,2024-03-10T00:00:00.000Z
Phone,693,2,2022-11-28T00:00:00.000Z
Monitor,1006,6,2024-01-02T00:00:00.000Z
Monitor,1625,7,2023-02-23T00:00:00.000Z
Phone,1458,5,2022-11-20T00:00:00.000Z
Keyboard,1584,7,2024-09-09T00:00:00.000Z
Tablet,752,1,2022-12-03T00:00:00.000Z
Phone,1377,3,2023-06-09T00:00:00.000Z
Phone,1462,3,2022-06-10T00:00:00.000Z
Laptop,1076,1,2022-05-23T00:00:00.000Z
Headphones,766,2,2022-09-01T00:00:00.000Z
Keyboard,1899,5,2023-12-05T00:00:00.000Z
Tablet,608,5,2022-01-10T00:00:00.000Z
Laptop,2000,8,2022-05-20T00:00:00.000Z
Tablet,719,3,2023-05-29T00:00:00.000Z
Headphones,1826,2,2024-08-11T00:00:00.000Z
Laptop,1953,10,2023-10-12T00:00:00.000Z
Monitor,1135,4,2022-07-31T00:00:00.000Z
Tablet,750,2,2023-09-19T00:00:00.000Z
Keyboard,1454,9,2023-09-27T00:00:00.000Z
Laptop,1215,5,2022-11-29T00:00:00.000Z
Phone,913,7,2024-01-13T00:00:00.000Z
Mouse,1641,9,2024-07-31T00:00:00.000Z
Tablet,1295,9,2024-09-06T00:00:00.000Z
Smartwatch,1308,5,2022-02-17T00:00:00.000Z
Headphones,642,10,2022-02-26T00:00:00.000Z
Monitor,878,6,2022-07-21T00:00:00.000Z
Laptop,1527,10,2023-04-07T00:00:00.000Z
Headphones,1351,10,2023-01-06T00:00:00.000Z
Monitor,853,10,2023-11-13T00:00:00.000Z
Headphones,1480,4,2023-05-25T00:00:00.000Z
Laptop,1005,3,2024-12-12T00:00:00.000Z
Smartwatch,1573,9,2023-08-28T00:00:00.000Z
Monitor,637,7,2024-02-05T00:00:00.000Z
Tablet,570,5,2022-02-17T00:00:00.000Z
Monitor,864,2,2023-08-24T00:00:00.000Z
Monitor,1535,4,2024-06-05T00:00:00.000Z
Keyboard,1140,9,2023-11-11T00:00:00.000Z
Phone,1779,1,2024-04-06T00:00:00.000Z
Keyboard,1312,1,2023-08-02T00:00:00.000Z
Smartwatch,1836,6,2024-06-26T00:00:00.000Z
Keyboard,779,1,2024-04-26T00:00:00.000Z
Monitor,871,8,2022-03-12T00:00:00.000Z
Monitor,1481,1,2024-12-04T00:00:00.000Z
Smartwatch,1960,7,2024-06-04T00:00:00.000Z
Keyboard,1058,10,2022-01-06T00:00:00.000Z
Mouse,1601,8,2024-03-27T00:00:00.000Z
Phone,539,7,2023-02-15T00:00:00.000Z
Phone,543,2,2023-02-22T00:00:00.000Z
Monitor,1924,9,2024-09-22T00:00:00.000Z
Mouse,1011,4,2023-06-24T00:00:00.000Z
Mouse,1314,10,2023-02-11T00:00:00.000Z
Smartwatch,1907,7,2022-02-04T00:00:00.000Z
Keyboard,1621,2,2024-07-31T00:00:00.000Z
Tablet,710,2,2023-05-18T00:00:00.000Z
Mouse,1926,10,2022-08-02T00:00:00.000Z
Keyboard,1739,8,2022-08-16T00:00:00.000Z
Smartwatch,1771,6,2023-03-03T00:00:00.000Z
Keyboard,964,8,2024-02-08T00:00:00.000Z
Headphones,881,3,2023-02-08T00:00:00.000Z
Tablet,1091,8,2024-03-14T00:00:00.000Z
Tablet,587,7,2023-04-14T00:00:00.000Z
Tablet,1193,4,2023-06-19T00:00:00.000Z
Tablet,1984,7,2024-01-07T00:00:00.000Z
Mouse,1113,1,2022-07-31T00:00:00.000Z
Phone,1083,9,2023-05-25T00:00:00.000Z
Laptop,613,2,2022-09-13T00:00:00.000Z
Headphones,1260,1,2023-12-11T00:00:00.000Z
Keyboard,1510,8,2024-09-17T00:00:00.000Z
Monitor,564,7,2024-05-15T00:00:00.000Z
Monitor,1095,5,2022-01-31T00:00:00.000Z
Headphones,1580,3,2024-08-21T00:00:00.000Z
Monitor,565,1,2024-07-19T00:00:00.000Z
Headphones,1284,3,2024-09-21T00:00:00.000Z
Tablet,723,9,2024-03-25T00:00:00.000Z
Phone,1825,6,2023-04-08T00:00:00.000Z
Phone,577,6,2023-03-16T00:00:00.000Z
Mouse,1476,8,2024-11-21T00:00:00.000Z
Laptop,1181,8,2022-01-24T00:00:00.000Z
Headphones,1760,10,2022-09-28T00:00:00.000Z
Mouse,1269,4,2023-04-22T00:00:00.000Z
Headphones,924,2,2023-01-12T00:00:00.000Z
Keyboard,947,9,2023-02-06T00:00:00.000Z
Monitor,1320,10,2022-03-14T00:00:00.000Z
Headphones,1874,1,2024-06-21T00:00:00.000Z
Smartwatch,959,9,2023-04-03T00:00:00.000Z
Keyboard,1575,9,2023-09-02T00:00:00.000Z
Smartwatch,1181,10,2023-02-08T00:00:00.000Z
Headphones,867,7,2022-09-02T00:00:00.000Z
Laptop,1090,10,2023-04-17T00:00:00.000Z
Keyboard,1786,9,2022-06-13T00:00:00.000Z
Phone,1107,4,2022-08-10T00:00:00.000Z
Phone,1219,6,2024-06-18T00:00:00.000Z
Phone,1523,9,2024-11-30T00:00:00.000Z
Smartwatch,1242,9,2022-05-13T00:00:00.000Z
Phone,1296,8,2023-03-03T00:00:00.000Z
Mouse,1615,8,2024-08-23T00:00:00.000Z
Laptop,1927,7,2024-05-13T00:00:00.000Z
Headphones,1753,2,2023-08-08T00:00:00.000Z
Keyboard,884,3,2023-11-04T00:00:00.000Z
Smartwatch,877,8,2022-01-12T00:00:00.000Z
Laptop,743,2,2023-07-19T00:00:00.000Z
Mouse,1441,10,2022-08-15T00:00:00.000Z
Laptop,1388,9,2024-09-01T00:00:00.000Z
Keyboard,1318,2,2023-10-21T00:00:00.000Z
Laptop,1186,7,2024-04-03T00:00:00.000Z
Mouse,1389,4,2024-04-28T00:00:00.000Z
Smartwatch,756,10,2022-11-07T00:00:00.000Z
Mouse,1777,4,2024-12-09T00:00:00.000Z
Monitor,519,1,2022-04-19T00:00:00.000Z
Tablet,1313,6,2022-04-09T00:00:00.000Z
Keyboard,1272,6,2022-12-26T00:00:00.000Z
Tablet,642,6,2022-12-12T00:00:00.000Z
Smartwatch,800,7,2022-02-12T00:00:00.000Z
Smartwatch,956,2,2023-09-21T00:00:00.000Z
Tablet,1107,7,2024-11-11T00:00:00.000Z
Laptop,602,10,2023-09-10T00:00:00.000Z
Tablet,1433,5,2022-09-12T00:00:00.000Z
Monitor,1382,7,2024-11-25T00:00:00.000Z
Tablet,848,2,2023-11-04T00:00:00.000Z
Mouse,781,1,2024-09-03T00:00:00.000Z
Keyboard,1400,6,2024-04-12T00:00:00.000Z
Laptop,1269,1,2024-03-10T00:00:00.000Z
Phone,738,6,2024-09-29T00:00:00.000Z
Mouse,954,8,2024-04-15T00:00:00.000Z
Phone,1740,4,2022-07-14T00:00:00.000Z
Tablet,1475,5,2023-06-16T00:00:00.000Z
Laptop,1496,5,2023-02-15T00:00:00.000Z
Mouse,731,7,2024-07-17T00:00:00.000Z
Headphones,1874,10,2024-07-19T00:00:00.000Z
Monitor,1329,2,2022-11-08T00:00:00.000Z
Keyboard,1294,4,2023-02-13T00:00:00.000Z
Monitor,550,2,2024-05-14T00:00:00.000Z
Phone,1287,1,2022-05-07T00:00:00.000Z
Keyboard,1904,5,2023-09-27T00:00:00.000Z
Tablet,914,1,2022-06-29T00:00:00.000Z
Monitor,1564,6,2023-10-12T00:00:00.000Z
Laptop,1776,9,2024-07-06T00:00:00.000Z
Headphones,747,7,2023-09-11T00:00:00.000Z
Tablet,1246,4,2024-12-18T00:00:00.000Z
Monitor,1377,1,2024-06-30T00:00:00.000Z
Keyboard,726,3,2023-03-02T00:00:00.000Z
Laptop,671,5,2023-02-18T00:00:00.000Z
Monitor,1737,8,2022-06-30T00:00:00.000Z
Smartwatch,815,9,2022-02-16T00:00:00.000Z
Laptop,797,8,2023-12-27T00:00:00.000Z
Smartwatch,1726,4,2023-11-22T00:00:00.000Z
Keyboard,1666,10,2023-10-09T00:00:00.000Z
Headphones,1352,2,2022-04-06T00:00:00.000Z
Headphones,1599,5,2024-05-25T00:00:00.000Z
Headphones,1706,1,2022-08-14T00:00:00.000Z
Tablet,1765,6,2022-08-09T00:00:00.000Z
Tablet,782,5,2022-02-24T00:00:00.000Z
Headphones,1901,3,2024-10-30T00:00:00.000Z
Keyboard,1760,9,2022-06-22T00:00:00.000Z
Mouse,551,2,2023-08-20T00:00:00.000Z
